8376 entries
37 namespaces
6956 values

Namespace Global (7749 keys)
	B67D88D244614D1A10D3D1902E9A1278 = "
	1793CC5D45BE527563A3418D99FA338A = ""العمل الشاق أمرٌ بالغ الأهمية لكل قزمٍ يتمتع بالرجولة. هل صرت النسخة الأفضل من نفسك؟""
	363E701C4F810863EAECE5B33A2ED92D = ""العمل الشاق أمرٌ بالغ الأهمية لكل قزمٍ يتمتع بالرجولة. هل صرت النسخة الأفضل من نفسك؟""
	C1DAAEC840ACC474D6EE10927632877C = ""العمل الشاق أمرٌ بالغ الأهمية لكل قزمٍ يتمتع بالرجولة. هل صرت النسخة الأفضل من نفسك؟""
	C9ABA6FC40821AB487747FBE7E69A93F = ""كم أكره الأزهار!""
	2008FBC04EB67BAD588D6D986C62330E = ""لقد سمعت أن هذه المنطقة كانت المفضّلة لدى كارل. لقد كان كارل قائداً بالفطرة فعلاً. هل وصلتك؟""
	CE27E66C4F513D94ACE180A4ED20C01B = ""أحب لحم الغداء مطهواً بشكلٍ جزئي، ولكن صار مطهواً أكثر من اللازم بسبب الحرارة الخانقة هنا.""
	24849CE146A86F9669419DA47D289234 = ""ما كان يجب أن أرتدي ملابسي الداخلية القطنية.""
	BCE7D9A64C9A097CE7190BB853976592 = ""لم أتعافى حتى الآن من العدوى الفطرية الأخيرة التي أصبت بها.""
	59CFDF144899447829E9A3AE8AB1F3ED = ""سأضع في جيبي بعض الملح، لكي أنكّه الطعام الرديء الذي يقدمونه في المقصف.""
	AD7680374A817E3BABB5A58C10703891 = ""أنا واثقٌ أن كل السلطات تأتي من هذا المكان.""
	BB988F534205D2C733EF2C8AB6C034A7 = ""أنا واثقٌ أن كل السلطات تأتي من هذا المكان.""
	A5F521AE45F9D245764132896E316CC4 = ""ما هي طبيعة القوى التي سأمتلكها لو عضّني واحدٌ من الجليفِد؟" "
	2C9A83C84DD3A93BC906EBB8A3B074CC = ""إذا كان الألماس هو الصديق المفضّل للأقزام، فالحالة هنا أشبه بالاجتماع العائلي الذي يحضُره حتى أبعد الأقرباء.""
	BFAC212649B1D3E53683B2B4BA20701E = ""إذا احترقت أطراف لحيتي، سأتغيب عن العمل غداً بداعي المرض.""
	8A0F78864441B88B50DB078BDCBF5759 = ""إذا صدف ورأيت أصيص زهور، فابحث فيه علّك تجد بعض الجواهر!""
	6E527781478FFD351E76D48461C820F9 = ""صحيحٌ أن البرد القارس في هذا الأرض المقفرة يمكن أن يؤدي إلى بتر إحدى أطرافك، ولكنه ليس الوحيد في هذا الصدد.""
	A1A6B6164B9B7F30CC8914B1D042405C = ""هل أنا الوحيد الذي يخيل لي ذلك، أم أن مخلوقات الجليفِد هنا أكبر فعلاً؟""
	DABFE51D40E2C5AD99C5209A60AE6592 = ""حارقة! حاااارقة!""
	28D52EAB449FA2AB0A2F179E69E2017A = ""إنها تنمو على كل شيء!""
	DD33A8BB40EA49EB752BE0BE37EC73BD = ""لقد كان المكان جنةً بالنسبة للفطور، وجحيماً أخضر للأقزام!""
	8DD621EA40A0AE09BA0F558D3E359976 = ""المكان هنا أشبه بجحيمٍ متجمّد، ولكن الهواء منعش والبيرة باردةٌ دائمة!""
	CF599FFD4E9830D9ABB3B483C7121E16 = ""لن تكون إزالة هذه الأشواك من لحيتي عمليةً سهلة.""
	8671E3C0446474A2D971B2862240DAB1 = ""لن يبقى مكانٌ في جسمك إلّا وفيه ثقب!""
	BDC7160C4EAF9E098458C0859B17BA71 = ""عيونٌ سوداء، لا تظهر فيها أي مشاعر، كعيون الدمية. وعندما يقترب منك، لا تحسّ بأنه حي." إن تصميم خوذة المُسترد البسيط يفرض هيبة واحترام الآخرين فوراً."
	D548CF454D1EBCA33D4F6380FA13D2E8 = "درع "الخُلد""
	F86B3E7C4640C81DC67D62810B8C6A61 = ""إن عدد الأقزام الذين ذهبوا إلى المستنقعات ولم يعودوا منها أبداً كبيرٌ جداً لدرجةٍ تمنع الناس من أن يقرّوا به.""
	568389244D49299CEE2281921A73EF51 = ""لا يمكن لأي شيءٍ جيدٍ أن ينمو على هذا الكوكب، وهذا المكان هو الدليل.""
	EAEFDFC54C5C246CE008F7B46DAE6871 = ""لا تتحقق الأمور الجيدة بسهولةٍ أبداً!""
	EB62CAB8430D69879E92ACA6D499A6C3 = ""لا شيء جيد يأتي سهلا!""
	F706A09644F0A23226753592ABC1F5CA = ""لا تتحقق الأمور الجيدة بسهولةٍ أبداً!""
	8D328ED84063BB39EE01DAA9D8335B1E = "درع "البومة""
	DDA019A2429F0F3A23B181A070B7CFBD = "تعني "البيانات الشخصية" أننا سنكون قادرين على جمع معلوماتٍ حول أسلوب اللعب الخاص بك وعلى استعمال هذه المعلومات لجعل اللعبة ممتعةً أكثر بالنسبة لك وللأشخاص الآخرين الذين يلعبون مثلك.

المعلومة الشخصية الوحيدة التي نحتاج إليها هي "الرمز المعرّف للمستخدم" أو "User Identification Code". سنستخدم هذا المعرّف لتسجيل الإحصائيات التي نجمعها أثناء تواجدك في اللعبة ولكي نفهم بشكلٍ أفضل طريقتك في اللعب.

نقوم خلال عملية جمع البيانات بالتخلص من عنوان IP الخاص بك ولا نحتفظ سوى بمعلوماتٍ قليلة عن المنطقة التي تلعب منها والتي لا تكفي لتحديد هويتك. تتم إدارة كل هذه المعلومات باستخدام GoogleAnalytics ولن نشاركها أبداً مع أيّ طرفٍ خارجي."
	8F262EB5459498756DB783B0BEA72D62 = ""لا تنسى أن تشرب ما يكفي من السوائل!""
	427692654FD16FFC199B4DB5D9B95A72 = ""إن العواصف الرملية شرٌ لا بد منه. صحيحٌ أن بإمكانها فصل لحم القزم عن عظمه، ولكنها قادرةٌ أيضاً على تشكيل لآلئ إينور.""
	710BEB51464D43B3EC618F9953DCFC34 = ""أنقذ أصدقاءك! لا تترك أي قزمٍ خلفك!""
	D36BE7144E1D5B579FF71BAA11C99551 = ""أنقذ أصدقاءك! لا تترك أي قزمٍ خلفك!""
	D1EED2D545F420639F354281348A807B = "واجب "لواء التنانين""
	5ECDFB0B41DEF7593516649C7C4AD3F3 = ""هششش! هل سمعت هذا الصوت؟""
	A6BF73E94CB97BDCDB1B19A552CCDCEF = ""كان يجب أن أجلب المزيد من البيرة معي.""
	25CC8B3D4F5394B91C40EB85B0168AC9 = ""كان يجدر بي أن أجلب المزلاجات.""
	BC39B6E84900F3A871EEA8A9F80C3960 = ""أما كان يجدر بنا ارتداء بذلاتٍ واقية؟""
	CA36008E45769591D62E34A39A0319C3 = ""حدّق طويلاً في الأضواء وستصاب بالعمى!""
	7F8BBDFA4EE670C741783DBFF58F9972 = ""لقد كانت تضاريس المنطقة التي تشبه الشعب المرجانية مكاناً مثالياً لعيش بعض المغامرات وللموت بعد السقوط من ارتفاعٍ شاهق!""
	62D38D5043A28FA6800BDDBFDC2A0707 = ""التزحلق هو ما يشكل الخطر الأكبر على حياتك، وليس البرد!""
	B8F369D64DB914C0095CF0891BA0FB7D = ""من المفترض أن تجعل الحرارة الشديدة هنا الحياة مستحيلة... ومع ذلك ستجد وحوشاً في كل زاوية.""
	6E9FF20B43C600AB5C60A2A07195907E = ""يقولون أن الرمل يخفي تحته أموراً أخرى غير المخلوقات العدائية.""
	DC50A174494FE2255A81728A54694460 = ""لقد سبّبت الأرض الدبقة فشل الكثير من الرحلات هنا.""
	D54E52E54137647565C2759E7113D798 = ""الجدران لها عيون...!""
	0CB4590D451EC7F9C66C7C8A12B9A6E7 = ""لا نجاح بدون كبرياء!""
	2D1BCB69403D99F5ABA977A5E7B2369D = ""لا نجاح بدون كبرياء!""
	7BB730D14F8330BF7889CBB0C7D59E7C = ""لا نجاح بدون كبرياء!""
	811DB18945F83CDCB68FA2B2033DC9D6 = ""لا نجاح بدون كبرياء!""
	C5387EAF4670051511E067A37AE8DA5A = ""لقد وجدت في هذا المكان نباتاتٍ لم أكن أعرف أنني سأكرهها.""
	C784297048C2178556612BA09651D66C = ""ستدافع هذه الأزهار عن نفسها!""
	F9E80FFC4A4B4C05B4EEF984393CC770 = ""صحيحٌ أن هذه الكريستالات العجيبة رائعة الجمال، ولكن كل القصص التي تدور حول قيمتها هي محض خيال.""
	8A2A456445C627EE7C23E6A7DD3C8982 = ""الأمر أشبه بالحكاية الخرافية التي ذهبت منحىً خاطئاً تماماً.""
	2D874E4944B9744108E32A8BD002CB14 = ""هذه هي المرة الأخيرة التي أنسى فيها إحضار قفازاي معي.!""
	A96A78C34F48B5E16C74BDA0EF57FB7D = ""هذا المكانٌ رائعٌ إذا كنت تحب الجواهر القيّمة وتعشق خيبة الأمل.""
	908930904A65C539FDF440BB381EDAE3 = ""واثق من أن هذا الملح سيعمل العجائب عندما أضعه على جلدي الملتهب.""
	7DEFF6D94F94842A2880929B73627776 = ""أففف، ينفذ الرمل إلى كل شيء.""
	4DBE8C6F4B6D490E73FFB49E0BD1C85E = ""يبدأ النصر في باطن الأرض وينتهي في بار الهاوية!""
	BDF9D4A6413EBD6EADF22A85AD5EBBF3 = ""يبدأ النصر في باطن الأرض وينتهي في بار الهاوية!""
	98159F1543E5175D4C993A816D23B1C4 = "بندقية "الوحش" 210 الآلية"
	64A44CED4559F7966B260DA78B92B548 = ""احذر الحواف الحادة!""
	7C914157406C5E3C0B199389EB8EF3DC = ""لا تجلس في أي بقعة! أُصبتُ في المرة الأخيرة التي جلست بها بطفحٍ دامَ لعدّة أيام.""
	70E977CC432176186EF97C815AC527EA = ""نريد آلةً أكبر لجزّ الأعشاب الضارة.""
	AE8497FF4CA73352C7EC77A9FBD6A437 = ""كيف استطعت تناول كل السكر الأحمر!! لقد كنّا بحاجته!""
	B7F41AC5445A0715C7DC2A941BA7F0FE = ""كيف استطعت تناول كل السكر الأحمر!! لقد كنّا بحاجته!""
	891725F44431E1F457BD3294F4A3C7C8 = ""أين شاهدت الجواهر المرة؟""
	8606B96B435A0601910596848A07DC7C = ""صحيحٌ أنني أحب شعور الرمل وهو بين أصابع قدماي... ولكنني لا يجب أن أخلع حذائي، لأنني أحب أصابعي أيضاً.""
	F0ECD32944FAA9AC1B0C2B8AB692FC9C = ""صحيحٌ أنني أحب شعور الرمل وهو بين أصابع قدماي... ولكنني لا يجب أن أخلع حذائي، لأنني أحب أصابعي أيضاً.""
	0337F990453ED98C55B3DDA0E64839AB = ""اعمل بجد! اثبت في عزيمتك!""
	0906A65F4CA50A2A684F17BC53EB8324 = ""اعمل بجد! اثبت في عزيمتك!""
	D86A5AEB4C2154D2D4AB0BAF8B3B4567 = ""اعمل مع الفريق، أو مُت وحيداً. لن يكون هوكسز صديقك أبداً.""
	DB3D33A64D5B42D77E4904BB4FC73C19 = ""اعمل مع الفريق، أو مُت وحيداً. لن يكون هوكسز صديقك أبداً.""
	BF4E93D848DF3F6E714D29B132D18534 = ""لا يوجد ما يفوق الفشل سوءاً سوى ألا تكون قد حاولت من الأساس!""
	FE3AF71A4B4652C9E84187A1EB7F1678 = ""لا يوجد ما يفوق الفشل سوءاً سوى ألا تكون قد حاولت من الأساس!""
	432B2F5F4E1BE02385DA2E8E0FAD1CBC = ""أجل، يمكنك القيام بذلك!""
	D60FF3AB433FFE22A040AFB968CBDD65 = ""أجل، يمكنك القيام بذلك!""
	510508C743787EB05411369832A6AD9B = ""يمكنك إنجاز أشياءٍ كبيرة بفريقٍ صغير!""
	E7421F294010B3B1D014D9AE9E4EF55B = ""يمكنك إنجاز أشياءٍ كبيرة بفريقٍ صغير!""
	1A3489AB475723C2D8F27790EC025F17 = ""تقدّر الإدارة الجهود الفردية التي بذلتها، ولكنها تريد تذكيرك بوجود فرقٍ للحفر والتنقيب تحتاج إلى دعمك! انتقل إلى خريطة المهمات وافتح قائمة الخوادم، وانضم إلى أي فريقٍ ينقصه بعض اللاعبون. تذكّر... سنبني المستقبل معاً - وليس كلٌ بمفرده!""
	ADDBAF774A9F0161EA10CEBCC083B56C = "% سيتحول إلى نيران"
	B94485674FAA715806DF9A99E2F7BFE1 = "عدد تحذيرات "علقاتٌ في كل مكان" التي أتممتها"
	7F5BC4464B795A63E3AFCFBB6C9416EF = "عدد تحذيرات "مخاطر رفيعة المستوى" التي أتممتها"
	ADB2DBC740B7437648BAB1982D55F2D8 = "عدد تحذيرات "تفشّي المتفجرين" التي أتممتها"
	2D86B84447DF9721937B3887CC38B047 = "عدد تحذيرات "كهوفٌ مسكونة" التي أتممتها"
	F016756B40412366200E4F811229E68B = "عدد تحذيرات "أعداءٌ فتّاكون" التي أتممتها"
	6E90983C48336910B89105A7DAD194F2 = "عدد تحذيرات "أوكسجينٌ منخفض" التي أتممتها"
	B7FBC38941D027EB0DC7E9925F5EF075 = "عدد تحذيرات "وباء الماكتيرا" التي أتممتها"
	03C22F084530B9BF96F680BF41F12B99 = "عدد تحذيرات "لا مصابيح رأسية" التي أتممتها"
	ABB620444A316254368D1B882AFF5A3C = "عدد تحذيرات "طفيليات" التي أتممتها"
	446621D9442B342CED0D85BB8DE711BE = "عدد تحذيرات "شبابٌ متجدد" التي أتممتها"
	FC7BD3ED43577B288F6BC9937000BDF0 = "عدد تحذيرات "اضطراباتٌ في الدروع" التي أتممتها"
	8290203C4339866F0875DB8B1740194F = "عدد تحذيرات "الاكتساح العظيم" التي أتممتها"
	06F5FD53480F9F14AB110FADEE69052B = "عدد تحذيرات "قنابل ضوئية مؤذية" التي أتممتها"
	3AB176AF44767F2CEF7F02BAAE27AD9B = "'{Description}'

هل تريد شراء هذه القنبلة؟"
	441B6B0A4C6A7B60F413328C7C76C00A = "'{description}'

هل تريد شراء هذا التعديل؟"
	97672926473D2A95950BC190ACEB07AB = "(تعديلاتٌ مقبولة)"
	9C22DB0E48E29E9E7275D39807B0E8EF = "(تعديلات مقبولة)"
	E9A9E0DE44C5E1F5A46886ABCCB74762 = "(ملف الحفظ الرئيسي)"
	C3C678454400B1BFB5D336A7E904BDC6 = "(R) أعد تحميل الشخصية"
	C69B3AC844302B16AEAC90A27A09070A = "(R) أعد تحميل الشخصية"
	1D76BBBC418A890E59B776862EC1B138 = "(تعديلاتٌ معزولة)"
	A9964F0A4105CB78820D44A9EA8D069C = "(تعديلاتٌ معزولة)"
	AF2E93454FFE3A984375BE973B9E4AEE = "(معزول)"
	5EBE24E74405084DC63E9AABA8AC76F6 = "(يستخدم التعديلات)"
	6C45AFD644F1BD03FFB094AC99E133F9 = "(بصوتٍ هامس) هل يمكنني أن أشرب Leaf Lover's Special؟"
	1B315FD042F69E6FEFF72BA7F39D5C01 = "* يجب تسوية كل الحسابات مع DRG قبل الترقية، ويشمل ذلك الطعام ومكان الإقامة، واهتراء المعدات، والضرر الذي تعرضت له ممتلكات DRG، بالإضافة إلى الفواتير المترتبة عليك في البار، ففي النهاية، DRG ليست جمعيةً خيرية."
	1D007D0B45A8323CE9559EA9491E7B12 = "+ سيصبح مسدس "ستوبي" الفولطي متاحاً للشراء"
	0F8E626A43933CB08AE9C18CFE0E99BD = "+ يمكنك شراء مدفع "هدير الرعد""
	5C5499904388DF049671A8B290DBE07E = "+1 خانةٌ شاغرة إضافية لمزيةٍ يدوية التفعيل"
	7AED187F42CAC05C708EB1BDED56464D = "+ 12000 جنيهاً
+ 450 من معادن التصنيع
+ 20 من مكونات البيرة
+ 1 شريحة تصميمٍ ممتلئة بتعديل سلاحٍ مميّز
+ 1 شريحة تصميمٍ ممتلئة بعنصر مظهرٍ خارجي
+ 2 من ملبوسات الرأس المرعبة الخاصّة بالهالووين"
	912493B549E6879C9AAF1BB0118B9B39 = "+ 15000 جنيهاً
+ 500 من معادن التصنيع
+ 20 من مكونات البيرة
+ 1 شريحة تصميمٍ ممتلئة بتعديل سلاحٍ مميّز
+ 1 شريحة تصميمٍ ممتلئة بعنصر مظهرٍ خارجي
+ 1 صندوقٌ مليءٌ بالمعادن"
	DED1468F4CF64721D885DA8333C69521 = "+ 15000 جنيهاً
+ 550 من معادن التصنيع
+ 20 من مكونات البيرة
+ 1 شريحة تصميمٍ ممتلئة بتعديل سلاحٍ مميّز
+ 1 شريحة تصميمٍ ممتلئة بعنصر مظهرٍ خارجي
+ 2 من ملبوسات الرأس بنكهة عيد الميلاد"
	5DA4A8E047D79E86388BFFB3E779963B = "+ 6 من شرائح التصميم الممتلئة
+ فتح رحلة البحث عن الشرائح الأسبوعية"
	9E48C15043BBDBD7AD465B9A8621B44A = "+ ستصبح كل المناطق الكوكبية مفتوحة
+ ستصبح كل أنواع المهمات مفتوحة"
	B337CBCE43300150577A55BB67D4243D = "+ سيصبح مسدس برت متاحاً للشراء"
	99E5984945DCC3504E68A8834E5DC792 = "+ شريحة تصميمٍ فارغة
+ شريحة تصميمٍ ممتلئةٌ بتعديل سلاحٍ مميّز
+ شريحة تصميمٍ ممتلئةٌ بعنصر مظهرٍ خارجي"
	5E72403D48C5B2178802AC8880B0D8FC = "+ سيصبح قاطع البلازما متاحاً للشراء"
	3D99F6EB4599937050DF448CD930577E = "+ سيصبح مدفع التجميد متاحاً للشراء"
	743B701443B2E95407A48793DB5D43DB = "+ ترقية الحفّار"
	70E89AD543F7A4B249C79A8C7D7AB23E = "+ ترقية المهندس"
	EB9E838D46296A20D2D58F866ACFD50B = "+ سيصبح مسدس البلازما التجريبي متاحاً للشراء"
	E16E40D847837BAE009ECE9C55294BE5 = "+ جنيهاتٌ إضافية
+ معادن تصنيعٍ عشوائية"
	66A0823447C3CB00940092A9CB213262 = "+ ترقية المحارب"
	E67857F54B09E7623876B39D0E0F794B = "+ الشرف والمكانة الرفيعة!"
	967E05354936FC6CFE023AA670D5EAAC = "+ ستصبح بندقية M1000 متاحةً للشراء"
	04FD84F74534A09165323193EDE94860 = "+ واجبٌ جديد: ازرع الشريحة"
	D028C3274772ABACFCB8F39BF1D2362E = "+ ترقية الكشّاف"
	EF0DF8784599B5857CCDD39F43929517 = "+ إمكانية الوصول إلى محطة مقايضة المعادن"
	8828FFC6421DA6948BE30CAA6C5D6774 = "+ مفتاح التريتيليت الذي يمكنّك من الوصول إلى حاسوب رحلات الغوص العميق"
	F76249854569776C11C34F96E8BDA25E = "+ فتح مستوى الخطر 5 - فتّاك"
	BA709CDC4E2DFB5A802D7E8AE84C7C16 = "+ ترقية وسام الشرف"
	CA55556B4C389FB1E04612A3184E43AB = "+ سيصبح زوكوف نوك 17 متاحاً للشراء"
	80F011474601EE73C5B127B1CE7438D4 = "+15 قطعة من الموركيت"
	17152481480CB98D8E08DDB1260B30EC = "+٢٠%"
	A1C235314A06F1E76CBCE699B604948E = "- الفئة الافتراضية -"
	A12D7F2B4773C12D30F289A8CB73F4F7 = "- اكتشف أغانٍ رائعة -"
	097C3BCA434E015215F125A873EB628D = "-فارغة-"
	1BD49FA1467DFCAFDC2DB2B1CB3E2206 = "فارغ"
	729DC7224EF77E8E58E8A2AEBC575803 = "- فارغ -"
	DD60E905432184562A98258F7D2FF4CA = "- فارغة -"
	806E021B47366790C4EE8F89571BBC9C = "- إيجاد خوادم -"
	85C449AE47FB0031C339CC9690BA7E50 = "- أدخل شريحة تصميمٍ الآن -"
	1B1E09ED44CF152CACD2049BFE13345E = "- الجاز"
	D04F270F465F209441693B9D8C800CE1 = "- تم اكتشاف شريحة تصميم -"
	1A7DF5824462730A8629DBAF7F45E12C = "- معدن"
	E0308AD64B74FB3F487ECC8114474D6F = "- لا أهداف -"
	1EA23435475E25C305E21581CFFA65CF = "لا موارد"
	A527354A4D6F6C17F98234B0C5D71123 = "- لا توجد بيانات -"
	5E13AC564F116A8F6E888B9F611EB113 = "- أجهزة المسح خارج نطاق شبكتنا -"
	8275052142115DF3E33B5AAE2E040BBA = "----- حالة المهمة -----"
	C154ACB2456607A2A049E492A7646C13 = "----- حالة المهمة -----"
	E4D5D88549789B2B7E1EDA9C8889A802 = "...هممم...من سيكون مسؤولاً عن تعليم المتبدئين عند رحيلي؟"
	6B883B5240E9620DF19E87B25ADD25AB = "...الآن وعندما اعتقدت أن الأمور لا يمكن أن تتدهور أكثر!"
	B233414B44513EF94573E59A2DE673EF = "...ما هذه الخردة التي زودوني بها؟"
	01E8EA2B4D537C0E6F7C34BEDAF46362 = "٠"
	12259B684E5F4780CDF74DA95B33662D = "٠"
	FB3E9A454DB34031F19C659DCA3EFB98 = "0\25"
	4C59518C42149AA59A4AAFACADBD2E59 = "كبلٌ إضافيٌ آخر"
	582285B049CB024EBB7E308CA4CA313B = "1. ستصبح جزءاً من الرفع الذي تختاره، وهذا يسمح لك بالتفاعل أكثر من المجتمع والأصدقاء!

2. ستكون قادراً على المساهمة في تحقيق أهداف الفرع الشهرية، وستحصل على حصّتك من الجوائز!"
	E3CAE99E4336FB45C4926CA53AE642C2 = "1. ستظهر وظيفتك في الفرع الحالي في خادمنا تحت حساب Discord الذي سجّلت الدخول إليه.

2. ستتم إزالة وظيفتك السابقة من حساب Discord الذي سجّلت الدخول إليه."
	B063C03941EB570D6F2145808469C99D = "10 ثوانٍ تفصلنا عن الانطلاق."
	3E2D88524C2A182ECB028C9CB2D31519 = "100 متر"
	6D604FEC41E2BF86E0487FB277B37D68 = "100 متر"
	4CABE16F4C9C7FA8D342A8BAB370E71E = "ستحصل على 100% ذهبٌ أكثر عند التنقيب"
	1969DC9F4275BAF4A783BF8DB6BB0158 = "١٢"
	A6A17BE34F9EDC3124434C809161A714 = "فيها عصفوران وعشّ غرابٍ فظّ."
	99CD26B24BF6817DD1A4978034CA179D = "2000 طلقةً من اليورانيوم المنضّب...يا سلام!"
	08F2A7304B622C3360EEB2AD3FFF7419 = "ستحصل على 20% موركيت أكثر عند التنقيب"
	E8788A8D49CBC39A85D100B34C939BD5 = "20.0 متر"
	923BB7994700BE05C38FC99F3454C3B9 = "22.6 متر"
	C4074DC14285A41787355CA8FC85F54B = "3...2...1...ها قد انطلقنا."
	4A38895441E16E1179AF48B9B4D6F45A = "مصمّم رسومٍ ثلاثية الأبعاد"
	CCC74B1642D397E5C0B466AEF01A3089 = "سنطبع الأكواب بالطابعة ثلاثية الأبعاد..."
	0D64808D4847E68080B0E696BA1C1B66 = "تم الحصول على 5000 جنيهٍ مجريّ!"
	63AFFF3E45F767CC011D269D00E571DB = "تم الحصول على 5000 جنيهٍ مجريّ!"
