10718 entries
35 namespaces
8867 values

Namespace Global (9940 keys)
	A2B0C5B2490433FB57B3008A2A36ECB9 = "        nollaa        "
	8C87047441AC945EE4863CACDEBC3695 = ""Anonyymi data" tarkoittaa, että keräämme tietoja pelisessioistasi, mutta emme liitä niitä minkään sortin yksilön tunnistamiseen.

Tämäntyyppinen yleistetty data antaa meille mahdollisuuden ymmärtää yleisellä tasolla miten pelaajat tykkäävät pelata peliämme, ja miten voimma tehdä siitä pelaajille vielä paremman.

Kaikki tätä kautta kerätty data hallinnoidaan StatHatin kautta täydellä anonymiteetillä. Emme jaa dataa millekään kolmannelle osapuolelle."
	2E386E67451DDED41CDFFCBCBBD7C5E9 = ""Onko kellään ylimääräistä deodoranttia? Kaverin puolesta kyselen.""
	BDB3505E49E84657094C16853638E792 = ""Ainakaan et ole vaarassa palaa auringossa.""
	37C1CBDA40400EADD085728131C24FF1 = ""Barracuda" panssariteline"
	18BBCB794432CDDBF4714B8D4CEC2CBA = ""Partapuikkoja""
	9954642F4001FB08142EDD98E2C9B6F4 = ""Iso riski - iso tuotto! Pieni riski - etsi toinen työ!""
	D8746866498631341EEFFC99C83E2AB8 = ""Iso riski - iso tuotto! Pieni riski - etsi toinen työ!""
	5AD869E6463A8097D78B488A890ADDC8 = ""Kyllä oli loistava idea tuoda räjähteitä magmaytimeen.""
	77187D6F417505F2992A93908FEF653F = "”Bulldog” Raskas Revolveri"
	53EC7D504D7A41FECC398A94506438AE = ""Hiton allergiat.""
	1B634B85412AB0E5A4E7F78207AE6A5B = ""Perhana, nuo oli lempipöksyni!""
	0ED71C67474F6054F13D28B1CBB8BE54 = ""Tiheä, aivan kuin itsekin.""
	87B52814441871EB7D6C4492F7651921 = ""Liikahtiko tuo köynnös juuri äsken?""
	4646B0FE4D768FA780476DB527338557 = ""Kaivakaa yhdessä - tai kaivat omaa hautaasi!""
	76FA93D64581AB707EC002B078704ECF = ""Kaivakaa yhdessä - tai kaiva oma hautasi!""
	C140D1C4444CEEEB4F15769911184114 = ""Kaivakaa yhdessä - tai kaivat omaa hautaasi!""
	E0E303954037D0A08BD52BA7C89BD427 = ""Kaivakaa yhdessä - tai kaivat omaa hautaasi!""
	344608AF4AB651187F1233B6F8C1DC6F = ""Jopa Hoxxes IV:n hyisimmissä syvyyksissä, elämä löytää keinon.""
	561CC2CB40CBAAAB675EF5891A28E17D = ""Se, mitä säteily ei tapa, se vahvistaa.""
	EA27223B481A21DD5002CBB05ADA46E4 = ""Kuuluisia viimeisiä sanoja: katsokaa, minä lennän!""
	28A37DBD4556CA6593FCB19612C81F9C = ""Kettu" Panssarijalusta"
	BCB5CE944FA8FF4F3B1137B4EB5AE5B3 = ""Anna sille aikaa ja sieni on pian osa sinua.""
	AC0864534BD281945D8402BE82CF9745 = ""Loistavaa, päämääränämme on Hyödyttömien Kristallien Valtakunta.""
	70FD9CD645105ACF9FA599BA79E805C8 = ""Magmatunnelien läpi kulkevat märkäparrat jättävät jälkeensä tunnontuskat ja kunnollisen määrän ihoa.""
	2D32E1124D79B3E3DEC62BB9E756ED93 = ""Kova työ on jokaisen punaverisen kääpiön perusta. Oletko paras mahdollinen kääpiö joka voisit olla?""
	1793CC5D45BE527563A3418D99FA338A = ""Kova työ on jokaisen punaverisen kääpiön perusta. Oletko paras mahdollinen kääpiö joka voisit olla?""
	363E701C4F810863EAECE5B33A2ED92D = ""Kova työ on jokaisen punaverisen kääpiön perusta. Oletko paras mahdollinen kääpiö, joka voisit olla?""
	C1DAAEC840ACC474D6EE10927632877C = ""Kova työ on jokaisen punaverisen kääpiön perusta. Oletko paras mahdollinen kääpiö, joka voisit olla?""
	C9ABA6FC40821AB487747FBE7E69A93F = ""Vihaan kukkia!""
	2008FBC04EB67BAD588D6D986C62330E = ""Kuulin, että tämä oli Karlin suosikkibiomi. Siinä vasta oli huvittava veikko.""
	24849CE146A86F9669419DA47D289234 = ""Kunpa en olisi tuonut villa-alkkareitani.""
	BCE7D9A64C9A097CE7190BB853976592 = ""En ole vieläkään päässyt eroon edellisestä sieni-infektiostani.""
	9A349E584BB616DDB542BB90EF5C2009 = ""Minulla on hieman pisteliäs olo tänään!""
	AD7680374A817E3BABB5A58C10703891 = ""Olen melko varma, että tämä on kaiken salaatin synnyinpaikka.""
	BB988F534205D2C733EF2C8AB6C034A7 = ""Olen melko varma, että täältä kaikki salaatit sikiävät""
	0CB5901D4F08E8D9E60E3F972001F297 = ""Minulla ei ole koskaan ollut huonoa kokemusta suoraan alas kaivamisesta.""
	A5F521AE45F9D245764132896E316CC4 = ""Jos glyfidi puraisee minua, millaisia supervoimia minä saan?" "
	2C9A83C84DD3A93BC906EBB8A3B074CC = ""Jos timantit ovat kääpiön parhaita ystäviä, niin tämä on kuin hyvin kaukaisten serkusten sukukokous.""
	BFAC212649B1D3E53683B2B4BA20701E = ""Jos partani käristyy, pysyn huomenna pedissä.""
	8A0F78864441B88B50DB078BDCBF5759 = ""Jos löydät kukkaruukkuja, tarkista onko niiden sisällä jalokiviä!""
	6E527781478FFD351E76D48461C820F9 = ""Tässä kylmässä erämaassa puree muukin, kuin vain pakkanen.""
	A1A6B6164B9B7F30CC8914B1D042405C = ""Tuntuuko kenestäkään muusta siltä, että glyfidit ovat täällä kookkaampia?""
	B5BACB1A45893341C66AFFA9B0587E58 = ""Kasvatetaanko haltijoita täällä?""
	DABFE51D40E2C5AD99C5209A60AE6592 = ""Se polttaa!" Se POLTTAA!""
	DD33A8BB40EA49EB752BE0BE37EC73BD = ""Sienien paratiisi on kääpiöille vihreä helvetti!""
	8DD621EA40A0AE09BA0F558D3E359976 = ""Se on kuin Tuonela, mutta ilma on raikas ja kalja pysyy viileänä!""
	8671E3C0446474A2D971B2862240DAB1 = ""Aivan kuin pistohaavoilla oli alennusmyynti!""
	BDC7160C4EAF9E098458C0859B17BA71 = ""Hengettömät, tummat silmät, aivan kuin nukella. Saapuessaan hän ei vaikuta elävältä." Raivaajan kypärä on muodoiltaan yksinkertainen ja herättää välitöntä kunnioitusta."
	D0E1C47B4F2CBDDA4DBE438CEA7FF17B = ""Tee vielä yksikin "pidä pää kylmänä" vitsi, ja et enää herää huomenna.""
	D548CF454D1EBCA33D4F6380FA13D2E8 = ""Myyrä" Panssarijalusta"
	F86B3E7C4640C81DC67D62810B8C6A61 = ""Rämeelle on kadonnut enemmän kääpöitä kuin kukaan uskaltaa myöntää.""
	568389244D49299CEE2281921A73EF51 = ""Vain vihamielisyyksiä kasvaa tällä planeetalla, ja tämä paikka todistaa sen.*"
	EAEFDFC54C5C246CE008F7B46DAE6871 = ""Mitään hyvää ei koskaan saa helpolla!""
	EB62CAB8430D69879E92ACA6D499A6C3 = ""Mitään hyvää ei koskaan saa helpolla!""
	F5CFF694499CD7425AC544B56CEEEF7C = ""Mitään hyvää ei koskaan saa helpolla!""
	F706A09644F0A23226753592ABC1F5CA = ""Mitään hyvää ei koskaan saa ilmaiseksi!""
	8D328ED84063BB39EE01DAA9D8335B1E = ""Pöllö" Panssarijalusta"
	DDA019A2429F0F3A23B181A070B7CFBD = ""Henkilökohtainen data" tarkoittaa, että pystymme keräämään tietoa pelityylistäsi ja käyttämään sitä tehdäksemme pelistä hauskemman SINULLE ja ihmisille jotkap elaavat kuten sinä.

Henkilökohtaiset tiedot joita tarvitsemme on yksinkertaisesti käyttäjän identiteetti koodi. Käytämme tätä identiteettiä yhdistääksemme peli sessiosi ja ymmärtääksemme paremmin kuinka pelaat.

Datan keräyksen aikana muutamme IP: si anonyymiksi ja käytämme vain pientä määrää alue tiedoista joita ei voi palauttaa sinulle. Kaikki tämä tieto käsitellään GoogleAnalytics palvelussa eikä koskaan tule jaetuksi minkään kolmannen osapuolen kanssa."
	E855E751443D28F1F3F82C8B8B1119C2 = ""Radioaktiivisia mutanttiglyfidejä? Tänään ei ole edes syntymäpäiväni!""
	8F262EB5459498756DB783B0BEA72D62 = ""Muistakaa nesteytys!""
	0910FFF34ACF8888DD01CAA2E2659B67 = ""En nähnyt metsää puilta.""
	427692654FD16FFC199B4DB5D9B95A72 = ""Hiekkamyrskyt ovat välttämätön paha. Vaikka liha lähtee luiden ympäriltä, myrskyt myös hiovat arvokkaita Enor-helmiä.""
	710BEB51464D43B3EC618F9953DCFC34 = ""Pelasta toverisi! Kääpiötä ei jätetä!""
	D36BE7144E1D5B579FF71BAA11C99551 = ""Pelasta toverisi! Kääpiötä ei jätetä!""
	5ECDFB0B41DEF7593516649C7C4AD3F3 = ""Shh! Kuulitteko tuon?""
	A6BF73E94CB97BDCDB1B19A552CCDCEF = ""Olisi pitänyt ottaa ylimääräinen olut mukaan.""
	25CC8B3D4F5394B91C40EB85B0168AC9 = ""Kunpa olisin ottanut sukset mukaan.""
	BC39B6E84900F3A871EEA8A9F80C3960 = ""Eikö meidän kuuluisi käyttää suojapukuja?""
	1417FDAC457F404A65CAC79BE9A8B0BA = ""Niin... janoinen...""
	D77F7B8E40F40640D899DAADEAEE2778 = ""Joku siisti sitaatti kuuluu tähän, koska se on siistiä.""
	CA36008E45769591D62E34A39A0319C3 = ""Tuijota valoihin liian kaukaa sokaistuaksesi!""
	7F8BBDFA4EE670C741783DBFF58F9972 = ""Korallinmuotoinen maasto oli täydellinen paikka seikkailulle ja kuolemaan johtavalle syöksylle!""
	62D38D5043A28FA6800BDDBFDC2A0707 = ""Kaikkein vaarallisinta ei ole kylmyys, vaan liukastuminen!""
	B8F369D64DB914C0095CF0891BA0FB7D = ""Kuumuuden voisi olettaa estävän kaiken elollisen oleskelun täällä... ja silti alue kuhisee hirviöitä.""
	6E9FF20B43C600AB5C60A2A07195907E = ""Hiekan kerrotaan kätkevän alleen muutakin, kuin aggressiivista faunaa""
	DC50A174494FE2255A81728A54694460 = ""Tahmea maa on syynä useisiin epäonnistuneisiin retkiin." "
	D54E52E54137647565C2759E7113D798 = ""Seinillä on silmät...!""
	0CB4590D451EC7F9C66C7C8A12B9A6E7 = "”Ei voi olla menestystä ilman ylpeyttä!”"
	2D1BCB69403D99F5ABA977A5E7B2369D = ""Ylpeys on menestyksen perusta""
	7BB730D14F8330BF7889CBB0C7D59E7C = "”Ei voi olla menestystä ilman ylpeyttä!”"
	811DB18945F83CDCB68FA2B2033DC9D6 = ""Ylpeys on menestyksen perusta""
	C5387EAF4670051511E067A37AE8DA5A = ""Täällä on kasveja, joita en edes tiennyt vihaavani.""
	C784297048C2178556612BA09651D66C = ""Nämä kasvit taistelevat vastaan!""
	F9E80FFC4A4B4C05B4EEF984393CC770 = ""Nämä ihmeelliset kristallit ovat verraton näky, mutta niiden arvosta kertovat tarinat ovat pelkkää hölynpölyä.""
	8A2A456445C627EE7C23E6A7DD3C8982 = ""Tämä tuntuu kuin sadulta kuumehoureilijan unessa.""
	39967D0048277449A755CDB333DB6D9D = ""Jösses että osaakin olla lehtiä lempivää hevonpaskaa.""
	B54885FE42DCA3E519D35F922E564B75 = ""Jösses että osaakin olla lehtiä lempivää hevonpaskaa.""
	2D874E4944B9744108E32A8BD002CB14 = ""Tämä saa olla kyllä viimeinen kerta, kun unohdan hanskani!""
	A96A78C34F48B5E16C74BDA0EF57FB7D = ""Tämä paikka on passeli niille, jotka pitävät jalokivistä ja rakastavat pettymistä.""
	908930904A65C539FDF440BB381EDAE3 = ""Tämä tekee ihmeitä ihottumalleni.""
	7DEFF6D94F94842A2880929B73627776 = ""Äh, hiekka päätyy kaikkialle.""
	4DBE8C6F4B6D490E73FFB49E0BD1C85E = ""Voitto alkaa maan uumenissa ja päättyy Hornan tuoppiin!""
	BDF9D4A6413EBD6EADF22A85AD5EBBF3 = ""Voitto alkaa maan uumenissa ja päättyy Hornan tuoppiin!""
	98159F1543E5175D4C993A816D23B1C4 = "”Pahkasika” Auto 210"
	64A44CED4559F7966B260DA78B92B548 = ""Varokaa teräviä reunoja!""
	7C914157406C5E3C0B199389EB8EF3DC = ""Varo mihin lasket takamuksesi! Viime kerralla sain ihottuman joka kesti monta päivää.""
	70E977CC432176186EF97C815AC527EA = ""Tulemme tarvitsemaan isomman trimmerin.""
	8CA3A5824CE29F395B4F968767104D61 = ""Tervetuloa viidakkoon!""
	AE8497FF4CA73352C7EC77A9FBD6A437 = ""Miten niin "söin kaiken punasokerin?" Me tarvitsimme sitä!""
	B7F41AC5445A0715C7DC2A941BA7F0FE = ""Miten niin "söin kaiken punasokerin?" Me tarvitsimme sitä!""
	0CE6AF4B4ABE246B622932A21C84A6F8 = ""Kynttelikköjen hautausmaa.""
	891725F44431E1F457BD3294F4A3C7C8 = ""Siis missä se karvaskivi oli taas?""
	8606B96B435A0601910596848A07DC7C = ""Vaikka rakastankin hiekan tuntua varpaitteni välissä... saappaat pysyvät jalassa, sillä rakastan myös paikallaan olevia varpaita.""
	F0ECD32944FAA9AC1B0C2B8AB692FC9C = ""Vaikka rakastankin hiekan tuntua varpaitteni välissä... saappaat pysyvät jalassa, sillä rakastan myös paikallaan olevia varpaita.""
	0337F990453ED98C55B3DDA0E64839AB = ""Työskentele täysillä! Pysy päättäväisenä!""
	0906A65F4CA50A2A684F17BC53EB8324 = ""Työskentele kovasti! Pysy päättäväisenä!""
	AF7E17B94BEF9F5D2EC2C5AC298BCE5E = ""Työskentele täysillä! Pysy päättäväisenä!""
	BACE824440843CBC23D8DEB30EA6509C = ""Työskentele täysillä! Pysy päättäväisenä!""
	0912E0854B479D44669586ABBD8F6FEA = ""Työskennelkää yhdessä tai kuolkaa yksin. Hoxxes ei ole sinun ystäväsi!""
	9A14D89440324A0500809BAAF2A928B1 = ""Työskennelkää yhdessä tai kuolkaa yksin. Hoxxes ei ole ystäväsi!""
	D86A5AEB4C2154D2D4AB0BAF8B3B4567 = ""Työskennelkää yhdessä tai kuolkaa yksin. Hoxxes ei ole ystäväsi.""
	DB3D33A64D5B42D77E4904BB4FC73C19 = ""Työskennelkää yhdessä tai kuolkaa yksin. Hoxxes ei ole ystäväsi.""
	8C3323D3428700822F62DBBD02BD410D = ""Epäonnistumista pahempaa on vain se, että jättää yrittämättä!""
	BF4E93D848DF3F6E714D29B132D18534 = ""Epäonnistumista pahempaa on vain se, että jättää yrittämättä!""
	EDA89EE543B3644013BD668C2B6B994A = ""Epäonnistumista pahempaa on vain se, että jättää yrittämättä!""
	FE3AF71A4B4652C9E84187A1EB7F1678 = ""Epäonnistumista pahempaa on vain se, että jättää yrittämättä!""
	432B2F5F4E1BE02385DA2E8E0FAD1CBC = ""Kyllä, Sinä Pystyt!""
	64EC61C944E03B358AF914AE7EDB71B2 = ""Kyllä, Sinä Pystyt!""
	7F51D56947605850904AA5B96ACE4C34 = ""Kyllä, sinä pystyt!""
	D60FF3AB433FFE22A040AFB968CBDD65 = ""Kyllä, sinä pystyt!""
	510508C743787EB05411369832A6AD9B = ""Pienellä tiimillä voi tehdä suuria tekoja.""
	E7421F294010B3B1D014D9AE9E4EF55B = ""Pienellä tiimillä voi tehdä suuria tekoja.""
	1A3489AB475723C2D8F27790EC025F17 = ""Soolosuorituksesi ovat arvostettuja, mutta työnjohto haluaisi muistuttaa, että toiminnassa olevat louhintatiimit tarvitsevat tukeasi! Tarkista tehtäväkartta, avaa serverilista, ja liity mihinkä tahansa alimiehitettyyn tiimiin sen kautta! Muista... Luomme tulevaisuuden yhdessä - emme yksin!""
	5E622BC54D68C4D38DAA71B3471B58BB = "% muunnettu tuleksi"
	B94485674FAA715806DF9A99E2F7BFE1 = ""Luolajuotikkaiden rykelmä" -varoituksia suoritettu"
	ADB2DBC740B7437648BAB1982D55F2D8 = ""Räjähtäjien kiusaus" -varoituksia suoritettu"
	2D86B84447DF9721937B3887CC38B047 = "'Kummitteleva luola' -varoituksia suoritettu"
	F016756B40412366200E4F811229E68B = ""Tappavat viholliset" -varoituksia suoritettu"
	6E90983C48336910B89105A7DAD194F2 = ""Alhainen happi" -varoituksia suoritettu"
	B7FBC38941D027EB0DC7E9925F5EF075 = ""Maktera-rutto" -varoituksia suoritettu"
	03C22F084530B9BF96F680BF41F12B99 = ""Ei otsavaloa" Varoitukset suoritettu"
	ABB620444A316254368D1B882AFF5A3C = ""Parasiitteja" -varoituksia suoritettu"
	446621D9442B342CED0D85BB8DE711BE = ""Elpyvät ötökät" -varoituksia suoritettu"
	844F066F443EA495C2D467A142B97D63 = "'Normaali' <Highlight>Korostettu</> <Bold>Lihavoitu</>"
	FC7BD3ED43577B288F6BC9937000BDF0 = "'Suojahäiriö' -varoituksia suoritettu"
	06F5FD53480F9F14AB110FADEE69052B = ""Haihtuvat soihdut" varoituksia suoritettu"
	E383843E42C22B358EA39FB6FF6BA09E = "(Luokka lukittu)"
	C3C678454400B1BFB5D336A7E904BDC6 = "(R) Uudelleenlataa hahmo"
	C69B3AC844302B16AEAC90A27A09070A = "(R) Uudelleenlataa hahmo"
	79C854AD4881276E9A57FEB5109ED8AA = "(laulua) Monorail, Monorail, Monorail!"
	6C45AFD644F1BD03FFB094AC99E133F9 = "(kuiskaten) Saisinko Lehdenlempijän metkun?"
	1B315FD042F69E6FEFF72BA7F39D5C01 = "* Kaikki tilit tulee tasata DRG:n kanssa ennen ylennyksen vastaanottamista. Tähän sisältyvät huone ja ruoka, varusteiden kulumat, vahingoittuneet yhtiön omistukset sekä baariin mahdollisesti kertynyt piikki. DRG ei ole mikään hyväntekeväisyysjärjestö."
	9AAEE08740108161885DFAB73E240B7A = "*Haukotus*... Tarvitsen kunnon lepoa!"
	423B14B54F3FD859EBD459ACDB32E0B9 = "*puristaa Nitrasta enemmän mehua*"
	1D007D0B45A8323CE9559EA9491E7B12 = "+ "Tynkä" Sähköinen Konepistooli on nyt ostettavissa"
	0F8E626A43933CB08AE9C18CFE0E99BD = "+"Ukko-Pekka" -raskas konetykki ostettavissa"
	5C5499904388DF049671A8B290DBE07E = "+ 1 ylimääräinen aktiivinen taitopaikka"
	912493B549E6879C9AAF1BB0118B9B39 = "+ 15000 Krediittiä
+ 500 Mineraalia
+ 20 Panimoainesta
+ 1 Ylikellotettu ladattu matriisiydin
+ 1 Kosmeettinen ladattu matriisiydin
+ 1 Mineraalisäiliö"
	DED1468F4CF64721D885DA8333C69521 = "+ 15000 Krediittiä
+ 550 Mineraalia
+ 20 Panimoainesta
+ 1 Ylikellotettu ladattu matriisiydin
+ 1 Kosmeettinen ladattu matriisiydin
+ 2 Jouluista päähinettä"
	5DA4A8E047D79E86388BFFB3E779963B = "+ 6X Ladattuja matriisiytimiä
+ Viikottainen ydinjahti avattu"
	9E48C15043BBDBD7AD465B9A8621B44A = "+ Kaikki planeetan alueet avattu
+ Kaikki tehtävätyypit avattu"
	B337CBCE43300150577A55BB67D4243D = "+ BRT7 Pursketuliase ostettavissa"
	99E5984945DCC3504E68A8834E5DC792 = "+ Tyhjä matriisiydin
+ Ylikellotettu matriisiydin
+ Kosmeettinen matriisiydin"
	5E72403D48C5B2178802AC8880B0D8FC = "+ Murtoleikkuri ostettavissa"
	3D99F6EB4599937050DF448CD930577E = "+ Kryokanuuna ostettavissa"
	743B701443B2E95407A48793DB5D43DB = "+ Poraajan ylennys"
	70E89AD543F7A4B249C79A8C7D7AB23E = "+ Pioneerin ylennys"
	EB9E838D46296A20D2D58F866ACFD50B = "+ Kokeellinen plasma-ahdin ostettavissa"
	E16E40D847837BAE009ECE9C55294BE5 = "+ lisäkrediittejä
+ satunnaisia rakennusmateriaaleja"
	66A0823447C3CB00940092A9CB213262 = "+ Tykkimiehen ylennys"
	A59406164B331B1C0DEB2296695ECF34 = "+ PÄÄHINE: KOVAN LUOKAN KORJAAJA
+ EKSTRAKREDIITTEJÄ JA VALMISTUSMATERIAALEJA"
	E67857F54B09E7623876B39D0E0F794B = "+ Mainetta ja kunniaa!"
	967E05354936FC6CFE023AA670D5EAAC = "+ M1000 Classic ostettavissa"
	04FD84F74534A09165323193EDE94860 = "+ Uusi tehtävä: LÄPÄISE YDIN"
	D028C3274772ABACFCB8F39BF1D2362E = "+ Tiedustelijan ylennys"
	EF0DF8784599B5857CCDD39F43929517 = "+ Vaihtoterminaalin saatavuus"
	8828FFC6421DA6948BE30CAA6C5D6774 = "+ Tritilyyttiavain syväsukellusterminaalia varten"
	F76249854569776C11C34F96E8BDA25E = "+ Avaa UHKATASO 5 - TAPPAVA"
	BA709CDC4E2DFB5A802D7E8AE84C7C16 = "+ Päivitä ansiomerkki"
	CA55556B4C389FB1E04612A3184E43AB = "+ Zhukov NUK17 ostattavissa"
	41FC4E6C4A91BF01B790FB87A4DF6BB1 = "+0.3s latausaikaan"
	D5B7AC0642D19AB21F772EBC0EF62311 = "+0,5 s latausaikaan"
	80F011474601EE73C5B127B1CE7438D4 = "+15 MORKIITTIA"
	17152481480CB98D8E08DDB1260B30EC = "+20 %"
	8BE6B127423859AEED1AE1834524940A = "- TYHJÄ HYTTI -"
	CF1B0DDB4B2D8D8096AC2181C18687D7 = "- Klassista"
	419A6E544CE861CCCE289D8D7D783655 = "- Suoritettu -"
	517692444C34C55F9F0E64A1EC429F23 = "- Kantria"
	A1C235314A06F1E76CBCE699B604948E = "- OLETUS KATEGORIA -"
	FE8E507D421EF2DF84D70F8AB298ECBF = "- DRG-TYÖNTEKIJÄN AKTIVOINTIOSASTO -"
	D869403F42AEFFA0BC95228386ED1C2D = "- Diskoa"
	A12D7F2B4773C12D30F289A8CB73F4F7 = "- Löydä ikivihreitä aarteita -"
	097C3BCA434E015215F125A873EB628D = "- TYHJÄ -"
	1BD49FA1467DFCAFDC2DB2B1CB3E2206 = "- TYHJÄ -"
	729DC7224EF77E8E58E8A2AEBC575803 = "- TYHJÄ -"
	DD60E905432184562A98258F7D2FF4CA = "- Tyhjä -"
	806E021B47366790C4EE8F89571BBC9C = "- Etsitään palvelimia -"
	1B251CED4373DB99B19AF498B3C90EE5 = "- Rokkia"
	85C449AE47FB0031C339CC9690BA7E50 = "- SYÖTÄ MATRIISIYDIN -"
	1B1E09ED44CF152CACD2049BFE13345E = "- Jazzia"
	D04F270F465F209441693B9D8C800CE1 = "- MATRIISIYDIN HAVAITTU -"
	1A7DF5824462730A8629DBAF7F45E12C = "- Metallia"
	E0308AD64B74FB3F487ECC8114474D6F = "- EI TAVOITTEITA -"
	1EA23435475E25C305E21581CFFA65CF = "-EI RESURSSEJA-"
	A527354A4D6F6C17F98234B0C5D71123 = "- Ei Dataa Saatavilla -"
	5E13AC564F116A8F6E888B9F611EB113 = "- Skannerien kantaman ulkopuolella -"
	BC01E0204C939C37E3565CACD2F8CF4B = "- Teknoa"
	8275052142115DF3E33B5AAE2E040BBA = "----- TEHTÄVÄN TILA -----"
	C154ACB2456607A2A049E492A7646C13 = "----- TEHTÄVÄN TILA -----"
	58FE7FE743CD7C6F4393BB9ACFEE5177 = "-0.5 rps tulinopeuteen"
	99CB9C494E0F4E1E18B1F99850F93FF3 = "-3 vahinko"
	A095C04A43B948841D76F897DA12504B = "- 72 ammusta"
	6B5A5329492F10803C091E955AD1933E = "...Miettikää...Me melkein tapoimme sinut!"
	7F95845946B44668C28886B0F9FB8AC9 = "...Ja taistelu jatkuu!"
	7BFFD5244098A04F83A10B8C26F6FBBA = "...Eiku hei... Sitä volframiammusten kiihtyvyyttä alipaineessa voi lisätä, kun... tai... no, unohtu jo."
	E4D5D88549789B2B7E1EDA9C8889A802 = "... Hm... Kuka opettaa Viherpartaa, kun olen poissa?"
	04E8E0B84A9FBE9DDA089AB20B6FEC64 = "... En todellakaan ole juonut vielä tarpeeksi!"
	D66840BE42130879C4EE629101F0E055 = "...En TODELLAKAAN ole ottanut tarpeeksi!"
	85912F094DC5F64F481B64B06A82537B = "...En todellakaan ole vielä juonut tarpeeksi!"
	D1B5A6254977F1C79CF19788EB59D907 = "...Saankohan sen nousemaan yli 9000:een?"
	D985A6C24F53197D7D4056AC7AAC3EC3 = "...Tarvitsen isomman aseen! "
	54905D0944119D34A9508885E11ABF59 = "...Taashko seh on rikki seh painovoima... shyshteemi...?"
	944FDB8A456A8BD1475D9A8182BF7D66 = "...Taashko seh on rikki seh painovoima... shyshteemi...?"
	96F5B0534168C8882174EA9F5FEAC9A6 = "...Taashko seh on rikki seh painovoima... shyshteemi...?"
	610A35A6460AE74E8D2B5B9D80081A9A = "...Ei se ole ase eikä mikään, jollei se paina vähintään 50 kiloa."
	6B883B5240E9620DF19E87B25ADD25AB = "...Ja just ku luulin, että huonommin ei voi mennä!"
	911FB9844B517E4777B7A5B4C3D212C9 = "...K...Karl? Oot... oot se sä?"
	8262BFC448BBEDD0D0E676BC221AC06E = "...Ehkä tämä oli yksi liikaa!"
	2D35974A457DAEF608D8168E6C298BDD = "...Ei ihme, että täällä haavoittuu niin monia, hittolainen...!"
	5697EA344F4DD77BC80D44A441BCB1D5 = "...Ei ihme, että täällä haavoittuu niin monia, hittolainen...!"
	01B9954B48CCE4505997BF8AADA5A6EA = "...Ei...vielä!"
	87F424944AEA4F4FBCFB6499FC873EEB = "...Toivottavasti ruostesuojaus pitää!"
	4377915C42E81319EF1789BB84BBE179 = "...haistatteko tuon? Yäk, mätäsirkka, arvasinhan!"
	9AF512714BB0301FF035358F1FD28568 = "... Se oli ehkä hieman enemmän kuin voimme käsitellä! "
	1B27B0104939B431683D9883594A6F80 = "...Odotas, mitä juuri tapahtui?!"
	B233414B44513EF94573E59A2DE673EF = "...Mitä tää romu on, jota mulle on annettu?"
